Record Id;Nombre de Oportunidad;Sublínea;Familia de producto; VALORUSD 
4592454000208370000;KLUBERSYNTH UH1 14-222_AGOSTO_3A INDUSTRIAL;Kluber Liviano;KL OTROS; 130 
4592454000258650000;Campaña 2025 - 2 -AGR. WIDOK;SUR CHICO AGRO;NPK GRANULADO; 129 
4592454000213350000;requerimiento de solubles - octubre;SUR GRANDE AGRO;SULFATO DE MAGNESIO HEPTA; 125 
4592454000219750000;COTIZACION OCTUBRE;SUR MEDIO AGRO;SULFATO FERRICO; 124 
4592454000210280000;ISOFLEX Y STABURAGS_AGOSTO_CROMOTEX;Kluber Liviano;KL OTROS; 122 
4592454000207500000;STABURAGS NBU 12_AGOSTO_SAN RAMON;Equipos;KL OTROS; 120 
4592454000184800000;KLUBER LIVIANO_MAYO_FIXMORT;Kluber Liviano;KL OTROS; 120 
4592454000290680000;REQ 08 AGOSTO;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 120 
4592454000210280000;ISOFLEX Y STABURAGS_AGOSTO_CROMOTEX;Kluber Liviano;KL OTROS; 117 
4592454000218380000;CENTOPLEX GLP 500_OCTUBRE_TECLUB;Kluber Liviano;KL OTROS; 116 
4592454000219750000;COTIZACION OCTUBRE;SUR MEDIO AGRO;NITRATO DE CALCIO SOLUBLE; 113 
4592454000210850000;Propuesta- CYNARA;SUR CHICO AGRO;MACRONUTRIENTES; 112 
4592454000229660000;KLUBERPLEX AG 11-462 (1 SPRAY = 400ML) - Arequipa;Kluber Liviano;KL OTROS; 100 
4592454000228100000;OVERPACK 20 Y 30 GAL_NOVIEMBRE_ALTURAS;Equipos;EQUIPOS DE ALMACENAMIENTO; 100 
4592454000186430000;KLUBERSYNTH Y STABURAGS_MAYO_LUBCORP;Kluber Liviano;KL TEXTIL; 100 
4592454000175100000;Deltalent Active;SUR GRANDE AGRO;INHIBIDORES; 98 
4592454000211100000;REQUERIMIENTOS KLUBER_SETIEMBRE;Kluber Liviano;KL OTROS; 95 
4592454000206630000;KITS 1302 Y 1312_AGOSTO_MEQUIM;Equipos;KL OTROS; 91 
4592454000215550000;REQUERIMIENTO DE SOLUBLES OCTUBRE;SUR MEDIO AGRO;SULFATO FERRICO; 78 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;ACIDO FOSFORICO FG; 75 
4592454000283040000;KP_JUL_LA SIRENA_ISPFLEX TOPAS NB52;Kluber Pesado;KP MINERIA Y CEMENTO; 67 
4592454000223430000;ISOFLEX TOPAS NB52_OCTUBRE_CADIVE;Equipos;KL OTROS; 65 
4592454000226440000;PROPUESTA - NOV - RC;Food;DEXTROSA; 64 
4592454000211100000;REQUERIMIENTOS KLUBER_SETIEMBRE;Kluber Liviano;KL OTROS; 64 
4592454000238270000;COTIZACION POS COSECHA;SUR MEDIO AGRO;SULFATO DE AMONIO ESTANDAR; 62 
4592454000197390000;CARBONATO DE POTASIO AGOSTO-SETIEMBRE;Feed;CARBONATO DE POTASIO; 59 
4592454000226960000;COTIZACION NOVIEMBRE;SUR MEDIO AGRO;SULFATO DE MAGNESIO HEPTA; 52 
4592454000226440000;PROPUESTA - NOV - RC;Food;LECHE ENTERA; 45 
4592454000226440000;PROPUESTA - NOV - RC;Food;MALTODEXTRINA; 44 
4592454000226440000;PROPUESTA - NOV - RC;Food;LECHE DESCREMADA; 40 
4592454000227670000;OXIDO DE MAGNESIO - DICIEMBRE;Feed;OXIDO DE MAGNESIO; 40 
4592454000226380000;cotizacion 2 semestre;SUR MEDIO AGRO;SULFATO DE ZINC; 39 
4592454000206630000;HOTEMP 2000_AGOSTO_INCALPACA;Kluber Liviano;KL TEXTIL; 36 
4592454000206960000;ENSORB_MAYO_PROSINFER;Kluber Liviano;MATERIALES ABSORBENTES; 30 
4592454000180930000;dfghj;NORTE MEDIO AGRO;BISULFATO DE SODIO; 25 
4592454000167230000;CLORURO DE POTASIO - MAYO;Pesca;CLORURO DE POTASIO ESTANDAR; 15 
4592454000288810000;Campaña 2025 - 3 -AGR. WIDOK;SUR CHICO AGRO;FOSFATO MONOAMONICO SOLUBLE; 15 
4592454000201510000;BICARBONATO DE SODIO;Feed;BICARBONATO DE SODIO; 9 
4592454000211130000;TRIPOLIFOSFATO 2 TM;Food;TRIPOLIFOSFATO DE SODIO FG; 4 
4592454000226440000;PROPUESTA - NOV - RC;Food;SUERO DE LECHE; 3 
4592454000215360000;PROTEINA CONCENTRADA Y TEXTURIZADA;Food;PROTEINA CONCENTRADA DE SOYA; 3 
4592454000165730000;MIX FEB-MAR;CENTRO;NITRATO DE CALCIO SOLUBLE; 1 
